Geneid	Crtl_0h_R2	Crtl_0h_R3	Ctrl_CpG_2h_R2	Ctrl_CpG_2h_R3	Ctrl_CpG_6h_R2	Ctrl_CpG_6h_R3	SMRT_0h_R2	SMRT_0h_R3	SMRT_CpG_2h_R2	SMRT_CpG_2h_R3	SMRT_CpG_6h_R2	SMRT_CpG_6h_R3	Emp_CpG_6h_R1	Emp_CpG_6h_R2	Emp_Uns_R1	Emp_Uns_R2	NCoR1_CpG_6h_R1	NCoR1_CpG_6h_R2	NCoR1_Uns_R1	NCoR1_Uns_R2
Ctsz	3822	3525	3272	3849	3419	4295	1744	2069	1891	2010	1849	1824	5520	5484	4820	4138	7540	4198	6876	4658
Tubb1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Atp5e	1807	1654	1610	1703	1351	1863	1145	1516	1433	1531	1414	1294	3050	4549	3682	4683	3956	2501	4021	3668
Slmo2	1677	1756	1510	1767	1716	1703	1322	1569	1530	1654	1565	1287	2766	3346	3962	2592	2718	2336	5402	2793
Zfp831	0	2	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	1	1
Edn3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm14393	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm14391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0610010B08Rik	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm6710	0	0	2	0	0	0	0	0	0	0	0	0	0	3	2	0	0	2	0	0
Gm14288	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm14440	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0
Gm14434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm14308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm4724	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm14430	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTTMUSG00000016609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm14431	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm8898	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm8923	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm14436	1	4	2	1	3	1	0	1	0	0	0	0	1	0	0	0	1	1	2	0
Gm6182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm14296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm14405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm14305	19	39	19	18	29	25	7	7	3	3	5	8	36	34	63	13	22	28	67	6
Gm14295	10	16	14	3	26	11	2	5	4	2	2	3	12	21	15	4	17	19	17	12
Gm14420	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0
Gm14403	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
Gm14322	0	1	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0
Gm14325	73	102	50	84	96	87	12	11	6	20	18	7	86	79	106	48	53	43	146	49
Gm14327	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C330013J21Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2
Gm14326	23	59	27	31	53	65	1	1	0	2	0	0	41	33	59	45	13	4	8	3
Etohi1	15	30	17	29	56	52	2	1	0	2	3	1	48	53	29	7	4	2	0	0
Zfp931	2	12	1	4	9	9	0	0	1	0	0	0	3	7	5	5	3	0	0	0
Phactr3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sycp2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ppp1r3d	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam217b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Cdh26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930591A17Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cdh4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Taf4a	718	951	475	686	593	616	671	746	495	479	593	520	824	571	1755	517	1435	945	2303	1038
4921531C22Rik	24	22	22	28	18	25	43	48	30	26	39	52	35	70	86	66	77	44	89	73
Lsm14b	489	547	311	355	323	345	356	408	245	279	272	234	528	461	1283	495	669	486	1218	718
Psma7	4259	3867	3525	3833	3677	3841	2072	2598	2621	2693	3432	2650	6044	9226	7034	8947	9106	8222	9384	8785
Ss18l1	77	136	101	177	107	76	73	85	73	82	54	46	79	55	162	40	131	61	163	60
Mtg2	176	185	93	119	201	227	109	157	95	81	211	154	269	293	303	241	283	169	308	189
Hrh3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Osbpl2	425	504	145	181	248	282	345	387	136	147	217	136	359	361	765	379	483	348	947	460
Adrm1	1827	1817	1540	1650	2075	2767	1152	1402	1407	1387	1717	1650	3337	3650	3062	2370	4356	2405	4233	2459
Lama5	9	20	2	14	7	9	2	5	0	0	1	0	2	3	11	2	6	1	3	2
Mir7005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rps21	3628	3755	2825	4043	2427	4280	1886	2431	2094	2639	2028	2281	6031	8431	8466	9047	8135	5599	11448	7586
Mir3091	6	3	4	1	4	10	2	1	3	3	1	6	15	14	23	32	35	17	42	26
Cables2	515	656	538	595	1157	1309	315	416	366	338	717	717	2272	2069	1033	438	1177	845	1043	475
Rbbp8nl	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gata5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gata5os	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B230312C02Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm6307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir1a-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir133a-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slco4a1	14	8	10	14	4	6	21	28	53	92	39	56	1	1	4	4	0	2	6	1
Ntsr1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mrgbp	162	232	162	172	195	243	139	153	212	170	283	193	280	219	357	135	510	257	395	137
Ogfr	2216	1794	1933	1616	3018	3934	1447	1863	1983	1931	4438	4150	5305	5188	3159	1531	11199	5962	3416	1856
Col9a3	5	14	9	13	26	25	11	17	16	12	55	44	43	15	20	2	147	31	13	3
Tcfl5	1	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0
Dido1	1925	2376	927	1504	1856	2004	1537	1923	968	1112	1684	1404	2186	2123	3186	1346	2443	1684	4057	1659
Gid8	1438	1700	944	1068	1132	1126	1214	1436	852	856	937	847	1561	1906	2872	1533	1807	1593	3386	1769
Slc17a9	0	4	0	1	1	1	2	3	1	3	3	4	4	2	1	2	1	0	0	1
Bhlhe23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir124a-3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ythdf1	1615	1772	1268	1494	1333	1318	1030	1154	1148	1072	1122	991	1320	1545	2257	1428	2628	1946	2886	1483
Birc7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nkain4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arfgap1	774	840	667	738	669	781	504	625	588	585	508	531	1071	1042	1300	651	1351	732	1243	772
Col20a1	7	4	2	8	5	7	4	6	2	9	3	3	26	3	10	4	16	9	7	1
Chrna4	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Kcnq2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eef1a2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ppdpf	294	309	197	245	289	287	97	151	116	108	170	152	631	489	446	313	666	402	622	361
Ptk6	0	0	0	0	0	2	0	0	0	0	0	0	4	3	0	0	2	0	0	0
Srms	0	0	0	0	1	0	0	0	1	0	0	1	5	3	0	0	2	2	0	0
BC051628	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
Helz2	2397	1909	9731	11879	7439	10015	659	985	6147	7196	9352	8907	18488	12137	1393	455	29438	12128	1128	458
Gmeb2	776	990	743	1092	765	814	710	898	898	1031	821	684	1445	1242	1390	751	1662	1063	1560	783
Stmn3	0	0	0	0	1	3	2	0	1	0	0	0	2	0	0	0	0	0	0	0
Rtel1	624	945	407	700	507	569	540	665	417	446	438	359	928	512	1254	454	754	349	1124	508
Arfrp1	354	518	504	659	726	639	307	353	636	560	744	562	1239	1286	682	394	1612	930	659	431
Zgpat	260	413	229	416	366	438	272	307	306	346	394	363	733	514	725	266	734	251	722	259
Lime1	155	307	144	282	196	250	208	225	225	243	186	185	451	124	593	150	340	58	412	87
Slc2a4rg-ps	33	78	43	65	69	65	37	51	57	68	49	48	99	8	106	5	88	14	110	15
Zbtb46	875	854	662	835	203	258	794	1107	571	822	303	314	618	422	1646	883	402	222	1897	921
Abhd16b	9	6	3	6	1	1	2	5	1	3	2	1	8	0	7	4	20	1	5	2
Tpd52l2	818	857	626	640	670	683	516	641	457	512	611	515	1297	1240	1480	983	2188	1392	1912	1019
Dnajc5	2588	2975	1667	2254	1997	1999	1894	2275	1504	1654	1826	1514	2890	3299	3870	2462	3416	2738	5224	3569
Uckl1	306	331	223	294	261	234	249	316	202	222	230	199	415	239	744	293	510	205	808	342
Uckl1os	7	19	11	16	19	10	8	12	5	8	8	10	14	6	16	6	12	1	24	1
Znf512b	618	1009	294	503	429	471	387	508	214	246	187	190	554	224	1124	189	302	112	746	301
Mir7006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Samd10	245	291	121	112	109	93	158	204	93	76	61	61	131	190	633	301	150	113	688	325
Prpf6	1523	1577	999	1272	1240	1270	827	1031	822	846	955	771	1873	2594	2937	2664	1860	1636	2930	2076
Sox18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tcea2	11	37	8	25	35	24	17	32	24	13	17	6	48	11	57	6	22	6	36	12
Rgs19	1389	1431	562	734	978	1088	1273	1479	702	690	926	691	1186	1232	3503	2284	1595	1107	5398	2765
Lkaaear1	1	0	1	0	0	0	0	1	0	1	0	3	0	0	0	2	1	0	1	0
Oprl1	1	0	0	2	0	1	1	1	2	0	3	1	1	1	1	1	4	0	4	2
Myt1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pcmtd2	205	248	101	102	212	168	155	196	80	102	181	114	221	225	557	227	212	135	510	257
Polr3k	584	612	337	392	517	409	483	587	314	325	486	349	730	992	1183	886	664	517	1732	1125
Gm14496	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hnf4g	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1110015O18Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2700069I18Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfhx4	0	0	0	0	1	1	1	0	0	0	0	2	0	1	0	0	2	0	6	1
Pex2	808	978	396	492	544	589	538	698	222	234	361	251	500	546	1383	877	819	624	2558	1580
1700008P02Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pkia	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Zc2hc1a	110	125	101	108	93	64	65	68	66	61	22	16	52	88	202	103	89	92	186	125
Il7	0	0	1	0	4	0	3	6	6	6	2	0	7	5	3	4	6	7	5	6
1700010I02Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm6194	0	0	1	0	0	1	0	0	0	0	0	0	5	5	11	3	10	5	7	7
Stmn2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hey1	8	8	8	2	0	3	2	1	1	1	1	1	2	1	30	13	5	4	41	29
Mrps28	510	494	334	464	270	390	172	214	143	190	190	208	408	633	831	883	795	594	1345	1104
Tpd52	2986	3621	2273	3174	1186	1209	1330	1798	1434	1572	941	698	982	1328	4179	3351	2048	1879	8188	4884
4930539M17Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zbtb10	0	0	5	2	3	5	3	7	87	80	29	35	45	72	3	6	212	186	11	2
C030034L19Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp704	0	4	2	1	0	0	3	4	2	2	5	1	0	1	5	6	117	99	536	219
Pag1	239	327	94	69	33	46	112	161	45	45	62	50	54	52	619	277	202	161	1695	852
Fabp5	1046	1078	767	975	407	442	720	970	776	878	453	389	347	581	2113	1964	930	722	3328	2101
Gm9833	224	203	277	233	197	276	200	234	202	287	266	126	262	375	346	178	361	358	542	295
Pmp2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fabp9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
Fabp4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	17	5	0	0
Fabp12	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Impa1	1886	1959	1096	1373	1522	1191	1154	1334	877	951	1121	840	1442	1838	2769	1935	1904	1406	4456	2962
Slc10a5	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
Zfand1	97	146	48	99	111	70	68	82	28	31	59	46	118	97	205	128	100	86	251	120
Chmp4c	0	1	0	0	1	0	0	1	0	0	0	4	3	2	0	0	3	0	0	1
Snx16	64	113	93	137	129	105	50	68	89	128	63	54	81	143	81	69	196	207	202	110
Gm10745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ralyl	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930539N22Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm6300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc7a12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lrrcc1	613	746	285	354	240	188	303	398	115	131	85	47	140	180	738	583	266	296	1682	1081
E2f5	213	282	141	173	230	180	74	105	81	66	107	77	190	202	277	141	403	283	590	302
1810022K09Rik	240	411	248	419	294	319	183	196	192	229	200	143	375	533	886	648	557	660	1439	780
Car13	1	0	0	3	76	52	0	3	6	10	48	27	168	330	2	2	1929	1737	4	2
Car1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Car3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	14	6	32	6
Car2	126	93	325	213	578	351	5	0	4	4	15	16	16	17	2	0	134	114	14	8
A930001A20Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm9733	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Sirpb1a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sirpb1b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC100038947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm5150	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ythdf3	2419	3244	2023	2827	3100	2428	1715	1963	1549	1694	1834	1383	2152	2368	3061	1918	3524	3134	6103	2870
2610100L16Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir124a-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cypt12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bhlhe22	0	0	0	0	2	6	0	0	0	1	0	1	0	3	0	0	34	38	0	0
Cyp7b1	0	0	0	0	0	1	0	0	0	0	0	4	2	3	0	0	1	2	0	0
4930433B08Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Armc1	1397	1592	792	889	1343	1128	735	896	537	499	855	606	1134	1752	1809	1476	1718	1818	3331	2342
Mtfr1	787	863	661	652	768	657	379	427	378	323	437	357	668	877	995	695	1533	1466	2126	1203
Pde7a	1146	1539	539	625	745	628	541	757	288	279	409	306	604	619	1817	897	859	786	2423	1356
Dnajc5b	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Trim55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Crh	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4632415L05Rik	145	221	84	110	160	164	132	119	49	36	66	72	131	177	322	193	415	399	597	364
Cp	21	31	9	10	35	53	32	33	9	11	25	10	10	1	26	5	44	64	73	3
Hps3	2160	3065	536	936	683	641	2231	2724	515	647	1322	859	539	426	4010	1832	729	579	7922	3781
Hltf	1296	1627	412	633	730	633	1262	1370	407	479	850	515	613	842	2905	2212	851	872	6302	3635
Gyg	751	725	390	410	582	492	397	464	204	243	251	159	468	677	1149	933	1585	1579	2151	1255
Cpa3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir7007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cpb1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	1	0	0
Agtr1b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tbl1xr1	1248	1564	1187	839	1130	1101	1029	1264	1205	686	1384	1097	2224	3065	3407	1928	4154	4355	7502	4613
Rprl2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nlgn1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0
Spata16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ect2	1763	2121	717	902	1194	1017	1331	1374	630	627	997	673	939	1171	1932	1195	1540	1217	3763	2239
1700125G22Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nceh1	196	294	32	91	91	83	149	159	43	33	93	68	89	138	600	484	751	908	1013	660
Tnfsf10	2	3	4	3	8	9	1	0	1	2	14	17	2	4	0	0	66	63	1	1
Ghsr	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Fndc3b	858	1109	1010	767	518	552	581	781	997	583	390	314	608	685	1025	659	944	853	1778	1147
Mir3092	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0
Tmem212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pld1	1	2	0	3	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Tnik	245	294	140	209	37	48	5	7	7	6	2	1	153	128	907	379	18	5	10	23
Mir466q	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc2a2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eif5a2	369	479	187	288	166	138	344	416	178	210	145	118	147	219	604	418	235	255	1351	731
Rpl22l1	856	746	806	775	975	698	513	660	675	705	852	589	1043	1814	1073	1332	1820	1404	1885	1715
Gm1527	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Egfem1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir551b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir21b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mannr	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mecom	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Actrt3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Mynn	596	705	373	471	609	566	329	384	306	304	392	296	593	628	858	598	830	751	1488	781
Lrrc34	0	1	1	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0
Lrriq4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lrrc31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Samd7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sec62	1917	1986	1646	1997	1870	1480	1128	1315	1340	1460	1062	814	1732	2721	3451	3453	2806	3781	5638	4992
Gpr160	245	346	260	263	290	259	48	49	35	37	122	111	872	785	604	309	1348	1084	472	222
Phc3	1044	1453	731	937	1131	1069	640	776	492	481	746	541	988	831	1733	613	1219	939	3088	1277
Prkci	1099	1273	856	1068	1108	985	540	653	581	540	688	562	1054	1179	1654	947	1444	1261	2448	1468
Mir7008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Skil	1858	2317	4678	6338	5000	5219	1214	1704	4730	5318	4500	3108	7695	7396	5253	2749	18009	15752	10675	5220
Cldn11	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0
Slc7a14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kcnmb2	1	10	0	3	0	0	0	1	0	0	0	0	0	0	6	6	0	0	29	21
Zmat3	372	362	135	162	217	228	122	140	50	48	100	66	259	296	631	336	317	231	1121	597
4930429B21Rik	1	0	0	3	2	4	0	0	0	0	0	2	3	1	3	1	5	3	3	4
Pik3ca	1704	1909	1097	1322	1062	987	1060	1228	865	905	748	600	952	927	2438	1006	1645	1414	3979	2011
Kcnmb3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
Zfp639	444	637	367	495	612	478	316	377	361	342	350	222	466	502	683	461	757	755	1092	560
Mfn1	1060	1138	888	1016	964	898	614	704	855	811	632	507	864	972	1211	803	1360	1060	2227	1460
Gnb4	450	469	432	320	642	808	291	316	325	200	539	442	1373	1851	1161	780	5241	4009	1571	988
Actl6a	2739	3182	1986	2713	2242	2328	1420	1726	1441	1511	1469	1199	2311	2406	3507	2367	3100	1927	5062	3240
Mrpl47	464	573	358	442	478	437	221	237	216	198	257	220	371	622	668	704	547	566	1109	846
Ndufb5	1002	999	710	918	590	694	470	582	491	566	417	330	794	1171	1747	1508	1212	1024	2532	2046
Usp13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pex5l	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930419G24Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ttc14	551	1364	558	1122	1016	888	795	1006	732	809	813	567	647	444	1212	417	1052	823	2617	995
Ccdc39	6	37	10	13	26	9	19	12	8	7	13	8	6	2	15	0	7	9	27	4
Fxr1	2295	2587	1827	2368	2801	2158	1193	1435	1331	1407	1838	1216	2560	3273	3397	2401	4920	5208	6277	4070
Dnajc19	342	383	219	340	275	304	202	230	219	228	170	142	330	437	804	599	385	329	1246	667
Sox2ot	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir1897	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sox2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm3143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm38509	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir6378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm6639	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Atp11b	1910	2569	1344	1843	1189	1077	1254	1485	1078	1051	1144	869	883	888	2931	1271	2180	1933	6036	3093
Dcun1d1	1017	1308	839	1121	978	874	599	614	688	646	619	455	854	1431	1519	1218	1390	1687	3097	1863
Mccc1	282	261	194	242	210	208	74	117	65	73	103	81	248	204	256	171	234	161	343	262
Mccc1os	0	2	1	0	2	1	2	0	0	0	0	0	0	0	1	0	0	3	0	0
Ccdc144b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acad9	1094	1067	1001	1082	1650	1998	445	540	526	532	1061	882	2877	3501	1090	847	3533	2390	1842	1353
D3Ertd254e	240	287	132	163	253	246	165	186	109	80	138	119	172	268	337	213	279	284	613	329
Qrfpr	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Anxa5	5429	4584	6114	5983	6564	6141	4833	5926	7065	7199	8574	6453	8241	12327	7757	4884	23985	20166	15268	10078
Mir7009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
1810062G17Rik	2	2	3	4	1	0	1	2	1	0	2	0	0	0	0	2	5	2	8	6
Gm11548	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm11549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exosc9	825	1002	675	833	796	713	407	489	455	441	486	399	960	1258	1509	1121	1051	1028	1904	1173
Ccna2	4832	6088	2696	3889	3676	3765	3426	3562	2397	2309	2293	1915	4247	5134	8117	4731	4396	3650	10132	5441
Bbs7	0	2	0	0	0	1	16	9	5	12	12	14	4	3	3	1	5	13	21	6
Trpc3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4932438A13Rik	1652	2248	919	1618	1431	1404	1017	1249	617	898	985	821	1079	702	1723	548	1668	1246	2990	1111
Adad1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Il2	0	0	0	3	9	1	0	0	6	4	37	14	0	0	2	2	33	20	0	0
Il21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cetn4	55	35	54	46	40	26	60	57	36	47	24	20	30	42	127	126	66	82	238	142
Bbs12	155	223	84	102	152	87	172	223	63	78	82	50	81	88	250	120	134	68	534	199
Fgf2	4	6	4	3	0	1	2	6	2	1	2	1	2	2	7	3	0	0	12	4
Nudt6	60	74	22	28	64	58	39	48	17	16	49	38	54	56	88	48	84	43	120	57
Spata5	1380	1501	987	1071	1065	998	778	957	763	781	966	764	967	1140	1375	869	1225	1055	1779	993
4930594O21Rik	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Spry1	0	0	0	1	0	0	1	5	1	0	3	0	0	0	3	1	0	2	8	7
Gm5148	73	98	78	103	91	86	75	87	99	84	94	93	717	848	311	474	770	478	470	398
Gm20755	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5430434I15Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ankrd50	236	280	188	186	110	133	216	255	187	178	76	67	108	93	404	168	373	334	915	447
Fat4	0	0	4	1	0	0	5	4	7	5	2	4	1	1	0	0	4	5	6	2
