Geneid	Ctrl_0h_R2	Ctrl_0h_R3	Ctrl_CpG_2h_R2	Ctrl_CpG_2h_R3	Ctrl_CpG_6h_R2	Ctrl_CpG_6h_R3	SMRT_0h_R2	SMRT_0h_R3	SMRT_CpG_2h_R2	SMRT_CpG_2h_R3	SMRT_CpG_6h_R2	SMRT_CpG_6h_R3
Atg4a	1	3	4	0	5	2	6	3	1	3	3	9
Olfml3	0	4	0	2	0	2	2	1	1	1	1	0
Hipk1	5033	6020	2205	2991	2847	2933	4719	6145	2609	2733	3153	2709
Dclre1b	557	736	310	322	371	417	750	867	412	414	762	594
Gm15471	5	9	3	6	3	4	6	8	3	4	10	4
Ap4b1	386	435	236	260	448	434	333	437	292	249	464	345
Bcl2l15	0	1	7	5	15	19	0	0	2	3	1	3
Ptpn22	2477	2620	1319	1553	2000	1931	3358	3957	2068	2074	2849	2086
Rsbn1	751	902	509	581	751	651	745	813	530	482	850	695
Phtf1os	10	9	8	19	19	11	11	11	23	13	18	8
Phtf1	445	491	340	373	566	506	619	703	576	571	489	365
Magi3	73	60	35	41	45	49	140	166	82	132	85	73
Lrig2	198	319	129	238	219	176	305	395	194	192	219	158
Slc16a1	24	18	28	22	18	23	197	260	358	337	304	289
Fam19a3	8	35	9	12	8	19	7	14	7	13	3	4
Ppm1j	70	99	87	116	132	109	37	80	60	88	34	50
Rhoc	68	56	132	140	150	184	32	45	122	114	110	110
Mov10	279	222	179	141	567	594	155	223	153	137	1056	1027
Capza1	6517	7106	5062	6498	5296	4572	4991	6154	5134	5641	5605	3889
St7l	362	367	207	240	336	381	243	284	201	197	312	270
Wnt2b	7	9	4	9	3	7	8	10	7	6	6	5
Cttnbp2nl	1842	1855	2450	2156	2993	3285	1752	2179	3358	3260	2550	2079
4930564D02Rik	0	0	0	0	0	0	0	0	0	0	0	0
Kcnd3os	0	0	0	0	0	0	0	0	0	0	0	0
Kcnd3	0	1	0	0	0	1	0	0	0	0	0	0
Ddx20	1228	1417	879	1147	1057	1013	931	1125	847	914	808	633
Fam212b	6	4	3	1	2	1	2	3	1	2	5	3
Rap1a	2604	3155	1460	2169	1909	1461	2714	3077	1678	1924	1969	1340
Gm5547	0	0	0	0	0	0	4	0	1	0	0	0
Tmigd3	3	1	3	1	3	1	6	4	1	2	0	0
Adora3	85	104	11	13	62	78	13	23	1	1	4	0
I830077J02Rik	25	73	5	12	4	16	33	38	8	10	2	2
Atp5f1	6230	6232	5120	5956	5508	5100	4924	5585	4939	5206	5042	3611
Wdr77	1557	1992	1416	1783	2325	2381	1506	1775	1743	1636	2180	1693
Ovgp1	2	4	2	7	8	9	4	7	3	5	4	8
Pifo	0	0	0	0	0	0	0	0	0	0	0	0
Chia1	0	0	0	0	0	0	0	0	0	0	0	0
Chil3	0	0	0	0	0	0	0	0	0	0	0	0
Chil4	0	0	0	0	0	0	0	0	0	0	0	0
Chil6	0	0	0	0	0	0	0	0	0	0	0	0
2010016I18Rik	1	11	0	2	0	0	6	8	1	1	0	1
Dennd2d	101	114	39	59	34	30	97	174	40	63	41	28
Cept1	545	618	312	377	793	574	526	628	406	380	411	273
Dram2	311	425	229	287	705	451	331	415	261	288	242	171
Lrif1	384	645	262	374	411	306	645	737	373	397	467	304
Cd53	4632	4751	3831	4589	3907	2856	3710	4523	4040	4372	1227	1044
Olfr266	0	0	0	0	0	0	0	0	0	0	0	0
Kcna3	4	2	13	19	5	17	52	87	155	176	24	38
AI504432	14	7	38	64	48	30	346	335	762	644	144	101
Kcna2	0	0	0	0	0	0	0	0	1	0	0	0
Kcna10	0	0	0	0	0	0	0	0	0	0	0	0
Cym	0	0	0	0	0	0	0	0	0	0	0	0
A630076J17Rik	0	0	0	0	0	0	0	0	0	0	0	0
Prok1	0	0	0	0	0	0	0	0	0	0	0	0
Lamtor5	788	805	593	694	664	768	661	761	578	679	785	615
Slc16a4	9	24	8	34	41	17	25	23	19	18	30	9
Rbm15	615	664	495	676	643	799	545	566	486	546	566	572
Kcnc4	0	0	0	0	1	2	0	0	2	0	0	2
Slc6a17	0	0	0	0	0	0	0	0	0	0	0	0
Ubl4b	0	0	0	0	0	0	0	0	0	0	0	0
Alx3	0	0	0	0	0	0	0	0	0	0	0	0
Strip1	1236	1249	952	1036	1059	1223	979	1185	1169	1270	847	777
Ahcyl1	3177	3672	3079	3954	3552	3510	2429	2832	3415	3572	3595	2893
Csf1	4	4	31	16	12	23	6	11	124	101	84	100
Eps8l3	0	0	2	0	0	0	1	0	0	1	0	1
4933431E20Rik	0	0	0	0	0	0	0	1	0	0	0	0
Gstm5	1	2	3	0	0	0	2	1	6	8	1	4
Gstm7	0	0	0	0	0	0	0	0	0	0	0	0
Gstm6	0	0	0	0	3	1	0	0	0	0	1	1
Gstm3	0	0	0	0	0	0	0	0	0	0	0	1
Gstm2	0	0	2	1	3	6	0	0	0	0	6	3
Gstm1	4	2	8	1	14	17	2	7	8	7	29	28
Gstm4	15	8	3	5	5	8	44	52	48	47	41	32
Ampd2	1485	1692	1336	1690	952	1107	1131	1699	1420	1746	952	1037
Gnat2	15	5	8	8	26	14	4	7	7	6	21	11
Gnai3	4307	4947	3347	4236	3319	2862	4170	4783	4394	4268	3316	2363
Gpr61	0	0	0	1	1	0	0	1	0	0	0	1
Amigo1	107	151	61	67	64	62	83	113	47	60	42	51
Cyb561d1	339	508	325	452	297	356	484	657	524	576	450	427
Atxn7l2	154	180	107	104	137	185	103	112	100	113	139	146
Sypl2	0	0	0	0	0	0	0	0	0	0	0	0
Psma5	2849	2918	2262	2636	3200	3002	2355	2746	2681	2724	4214	2895
Sort1	6	7	3	14	1	3	5	8	5	12	6	5
Mybphl	0	0	0	0	0	0	0	0	0	0	0	0
Gm12522	1	0	0	0	0	0	0	0	0	0	1	0
Psrc1	32	35	15	16	20	18	36	34	25	22	18	18
Celsr2	3	0	1	0	0	0	5	0	0	1	1	0
Sars	3147	2863	1997	2343	2354	2368	3229	3680	2566	2793	2973	2184
5330417C22Rik	0	0	0	0	0	0	0	0	1	0	0	0
1700013F07Rik	0	1	0	0	0	0	0	0	0	0	0	0
Scarna2	2	2	1	4	2	1	4	3	3	3	2	1
Tmem167b	760	956	584	683	809	792	857	978	735	747	1061	790
Taf13	670	680	439	552	545	431	917	1189	720	828	868	755
Wdr47	272	349	226	202	196	211	365	458	315	282	268	206
Clcc1	1231	1445	815	1087	1095	1052	1076	1440	873	943	1041	842
Gpsm2	794	837	369	240	542	529	999	976	420	279	1223	987
Aknad1	0	0	0	0	0	0	0	0	0	0	0	1
Stxbp3	729	863	609	742	519	473	747	860	810	708	630	496
Fndc7	295	378	48	103	11	17	547	921	69	191	27	26
Prpf38b	2887	4185	1595	2725	2069	2166	3511	3983	2054	2200	2502	2017
Henmt1	36	35	18	21	14	17	21	37	7	12	11	21
Fam102b	1771	2541	627	994	235	250	1445	1656	384	449	173	120
Slc25a54	0	0	1	1	0	0	0	0	0	0	0	0
Slc25a24	3211	3348	1035	1500	636	517	3632	3809	1201	1302	976	567
Vav3	3691	3115	3346	2362	874	785	3465	3626	3813	2758	1298	712
Ntng1	0	0	0	0	0	0	13	12	24	9	10	24
Prmt6	448	496	654	621	549	672	498	624	929	1004	865	804
Gm6602	0	0	0	0	0	0	0	0	0	0	0	0
Amy2b	0	0	0	0	0	0	0	0	0	0	0	0
Amy2a5	0	0	0	0	0	0	0	0	0	0	0	0
Amy2a4	0	0	0	0	0	0	0	0	0	0	0	0
Amy2a3	0	0	0	0	0	0	0	0	0	0	0	0
Amy2a2	0	0	0	0	0	0	0	0	0	0	0	0
Amy1	1	1	0	0	2	1	0	3	3	0	2	0
Rnpc3	396	601	352	492	481	366	469	569	466	472	438	286
Col11a1	0	0	0	0	0	0	1	0	0	0	0	0
Mir669b	0	0	0	0	0	0	0	0	0	0	0	0
Olfm3	0	0	0	0	0	0	0	0	0	0	0	0
S1pr1	0	0	0	0	16	9	0	0	0	0	4	3
A930005H10Rik	27	23	14	23	49	66	18	21	20	31	53	35
Dph5	269	261	209	238	484	441	229	276	258	204	470	393
Slc30a7	944	1167	810	920	1021	936	966	1208	1049	1167	1111	799
Mir669n	0	0	0	2	1	0	0	0	0	1	0	1
Extl2	140	171	68	89	111	95	82	105	37	44	48	37
Vcam1	0	1	7	1	0	3	0	0	1	3	3	1
Gpr88	1	0	1	0	0	0	0	0	0	0	0	0
Cdc14a	3096	3087	2314	1840	1304	1185	3369	4245	2331	2211	2264	1844
Rtca	909	914	658	840	596	566	703	842	608	692	792	649
Dbt	623	762	285	324	711	596	589	747	320	308	984	640
Lrrc39	15	37	15	22	39	14	36	34	21	23	27	22
Trmt13	75	165	54	98	97	108	98	108	92	90	137	111
Sass6	971	1191	559	625	992	1026	886	1048	617	465	2002	1383
Hiat1	3835	4513	1366	1756	1993	1770	4923	6033	1935	1937	3053	2237
Slc35a3	1707	2028	1075	1455	1283	1041	1769	2085	1426	1308	1315	1059
Agl	815	971	448	639	280	292	581	879	383	525	263	269
Frrs1	267	308	129	170	77	85	126	151	68	89	78	80
Palmd	0	0	0	0	0	0	0	0	0	0	0	0
4930455H04Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700061I17Rik	0	0	0	0	0	0	0	0	0	0	0	0
Lppr4	0	0	0	0	0	0	1	0	1	1	1	0
Lppr5	0	0	0	0	0	0	0	0	0	0	0	0
Snx7	0	1	0	0	0	1	166	214	79	91	120	106
Mir137	0	0	0	0	0	0	0	0	0	0	0	0
Dpyd	0	0	0	0	0	0	1	1	0	0	0	0
Ptbp2	218	439	186	407	285	223	507	590	510	496	428	268
6530403H02Rik	0	0	0	0	0	0	0	0	0	0	0	0
Rwdd3	2	0	0	0	0	0	1	1	0	0	3	0
Tmem56	0	0	0	0	0	0	0	0	0	0	0	0
Alg14	72	78	22	41	45	35	83	104	35	66	68	46
Cnn3	459	384	345	371	409	315	590	753	592	652	397	375
Slc44a3	0	0	0	0	0	0	0	0	0	0	0	0
A730020M07Rik	0	0	0	0	0	0	0	0	0	0	0	0
4930432M17Rik	0	0	0	0	0	0	0	0	0	0	0	0
F3	0	0	0	0	0	0	0	3	7	5	1	6
Abcd3	4	5	5	4	3	2	30	62	20	23	28	35
Arhgap29	0	0	0	0	0	0	3	2	0	1	2	2
Abca4	0	0	0	0	1	0	0	0	0	0	0	0
Gclm	899	1091	544	710	570	630	970	1049	740	783	873	735
Dnttip2	2066	2386	1696	2068	2179	2115	1613	1836	1755	1920	2478	1793
Mir760	0	0	1	0	0	0	0	0	0	1	0	0
Bcar3	2	4	2	2	0	3	5	5	1	3	1	2
Fnbp1l	236	291	470	741	858	793	137	185	435	487	259	207
Mir7657	0	0	0	0	0	0	0	0	0	0	0	0
Pde5a	4	8	1	4	1	4	22	30	20	21	9	8
4930447N08Rik	0	0	0	0	0	0	0	0	0	0	0	0
4933405D12Rik	0	1	0	0	0	0	0	1	2	1	0	0
Fabp2	0	1	0	0	0	0	0	0	0	0	0	0
1810037I17Rik	725	720	508	670	848	1173	786	1012	913	831	1328	1192
Usp53	263	409	239	335	252	243	261	372	228	328	263	225
Myoz2	0	0	0	0	0	0	0	0	0	0	0	0
Synpo2	0	0	3	1	10	25	4	0	2	0	16	20
Sec24d	985	984	336	417	271	293	2057	2486	878	833	1590	1102
Mettl14	505	663	358	471	365	455	665	769	583	563	756	587
Prss12	0	2	0	0	1	0	0	2	0	1	1	0
Snhg8	179	189	148	187	132	214	184	211	180	239	228	229
Snora24	0	0	0	0	0	0	0	0	0	0	0	0
Ndst3	0	0	0	0	0	0	0	0	0	0	0	0
Tram1l1	0	1	0	0	0	0	0	1	0	0	5	0
1700006A11Rik	0	1	0	0	0	0	0	0	0	0	0	0
1700003H04Rik	0	0	0	0	0	0	0	0	0	0	0	0
Ndst4	0	0	0	0	0	0	0	0	0	0	0	0
Ugt8a	0	0	0	0	0	0	0	0	0	0	0	0
Arsj	0	0	0	0	0	0	0	0	0	0	0	0
Camk2d	700	859	315	549	301	318	422	503	290	380	180	155
Ank2	0	0	1	0	1	0	279	329	295	315	71	49
LOC100862268	0	0	0	0	0	0	0	1	0	0	0	0
Larp7	2592	2680	2221	2703	1605	1735	2132	2468	2658	2840	1959	1481
Mir302b	0	0	0	0	0	0	0	0	1	0	0	0
Mir302c	0	0	0	0	0	0	0	0	0	1	0	0
Mir302a	0	0	0	0	0	0	0	0	0	0	0	0
Mir302d	0	0	0	0	0	0	0	0	0	0	0	0
Mir367	0	0	0	0	0	0	0	0	0	0	0	0
Zgrf1	325	591	251	539	395	401	466	616	453	583	431	328
Neurog2	0	1	0	0	1	0	0	0	0	0	0	0
Alpk1	421	636	299	797	281	365	508	579	439	546	409	419
Tifa	530	465	64	67	122	105	416	592	52	80	114	74
Ap1ar	783	1106	485	554	699	750	937	1090	617	573	813	754
5730508B09Rik	297	228	253	165	196	169	318	383	433	341	442	416
9830132P13Rik	0	0	0	0	0	0	0	0	0	0	0	0
D030025E07Rik	0	0	0	0	0	0	0	0	0	0	0	0
Pitx2	0	0	0	2	0	1	0	0	0	0	1	0
Enpep	0	0	0	0	0	0	1	1	6	0	21	16
Gm5712	0	0	0	0	0	0	0	0	0	0	0	0
Elovl6	2006	2047	863	904	1713	1391	2145	2196	927	802	1366	1302
Egf	5	15	3	9	13	7	11	11	4	7	16	12
6330410L21Rik	0	0	0	0	0	0	0	0	0	0	0	0
Lrit3	0	0	0	0	0	0	0	0	0	0	0	0
Rrh	0	0	0	0	0	0	0	0	2	0	0	0
Gar1	952	968	1030	1249	956	1100	727	767	1093	1150	1127	1178
Cfi	0	0	0	0	0	0	0	0	0	0	0	0
Pla2g12a	352	393	213	329	151	163	221	253	168	141	109	92
Casp6	1412	1586	632	1002	518	495	1429	1599	645	770	198	144
Ccdc109b	649	523	492	490	311	298	325	425	320	324	158	153
Sec24b	3112	3374	2957	3202	2664	2985	2742	3343	3180	2938	3019	2867
Col25a1	124	155	102	183	26	46	382	446	377	387	72	62
Etnppl	1	1	0	0	0	0	0	0	0	0	0	1
Ostc	2180	2143	1490	1893	1012	1043	1716	2213	1626	1917	1093	797
Rpl34	29	38	83	71	59	102	25	19	23	28	33	75
Rpl34-ps1	0	0	0	0	0	0	0	0	0	0	0	0
Lef1	0	0	0	0	1	0	0	1	0	0	0	0
Hadh	641	733	427	549	120	164	262	254	200	209	32	27
Cyp2u1	0	1	0	0	0	0	0	0	0	1	0	2
Sgms2	1	0	0	3	0	0	1	0	1	7	0	1
Papss1	1102	1182	459	743	312	302	988	1335	515	733	356	324
Dkk2	0	0	0	0	0	0	0	2	0	0	0	0
Gm5549	0	0	0	0	0	0	0	0	0	0	0	0
Aimp1	1438	1526	1134	1463	1194	1170	1242	1389	1243	1311	1333	946
Tbck	565	742	290	332	533	534	543	809	408	396	574	469
Gm29811	4	1	1	2	3	2	6	9	1	3	0	1
Npnt	0	0	0	0	0	0	0	0	0	2	0	1
Gstcd	693	831	361	471	788	771	517	591	367	375	677	533
Ints12	690	647	500	469	783	689	642	754	728	708	688	490
Arhgef38	0	0	0	0	0	0	0	0	0	0	0	0
Ppa2	489	504	321	412	231	209	545	594	406	453	277	240
Tet2	834	1350	2341	2678	4997	4834	947	1120	3220	3549	2656	2295
Cxxc4	0	0	0	0	0	0	0	0	0	0	0	0
Mir1895	0	0	0	0	0	0	0	0	0	0	0	0
4930539C22Rik	0	0	0	0	0	0	0	0	0	0	0	0
Tacr3	0	0	0	0	0	0	0	0	0	0	0	0
Cenpe	4835	4673	2351	2613	3904	3582	4917	4977	2919	3078	4679	3392
Bdh2	12	8	0	3	1	0	14	18	5	8	2	2
Slc9b2	0	0	0	0	0	0	1	0	0	0	0	2
Slc9b1	0	0	1	0	2	0	2	3	1	3	2	0
Cisd2	1187	1409	914	1155	987	803	1186	1412	1055	1137	927	723
4930539J05Rik	77	94	61	97	56	121	54	64	61	92	76	128
Ube2d3	9328	10857	8257	10705	9623	8084	9361	10858	10791	11297	10900	7568
Manba	619	665	181	291	130	106	732	905	198	287	165	122
Nfkb1	5777	4855	13194	14374	6188	8039	4361	5322	16741	15952	6873	7446
Slc39a8	67	91	24	36	30	30	88	110	26	48	24	16
4933401H06Rik	0	0	0	0	0	0	0	0	0	0	0	0
Bank1	560	644	322	444	26	18	361	525	242	350	5	6
1700030L20Rik	0	0	0	0	0	0	0	0	0	0	0	0
Ppp3ca	2798	2961	1606	2538	936	959	2720	3423	1973	2682	1246	1119
Emcn	0	0	0	0	0	0	0	0	0	0	0	0
Gm4861	0	0	0	0	0	0	0	0	0	0	0	0
Ddit4l	0	0	0	0	0	0	0	0	0	0	0	0
H2afz	11748	11667	10885	12917	7075	8546	12358	14482	15920	15864	8034	6772
Dnajb14	253	307	131	165	127	126	333	389	169	173	101	86
Lamtor3	836	966	652	1014	897	752	989	1049	1193	1222	891	751
Dapp1	871	978	1794	3535	585	636	798	991	3998	5300	614	428
Gm5105	0	0	0	0	0	0	2	0	0	0	0	0
Mttp	14	11	10	14	21	23	13	12	18	26	29	21
Trmt10a	313	352	225	290	323	298	225	256	276	348	346	242
4930579F01Rik	0	0	1	0	0	0	0	0	0	0	0	0
0610031O16Rik	0	0	0	0	0	0	0	0	0	0	0	0
Adh7	0	1	0	0	1	0	0	0	0	1	0	0
Adh1	2	3	1	1	0	0	4	5	2	2	1	0
Adh6a	0	1	1	1	0	0	0	0	1	0	0	0
Adh6-ps1	0	0	0	0	0	0	0	0	0	0	0	0
Adh4	0	0	0	0	0	0	0	0	0	0	0	0
Adh5	2372	2563	1802	2287	1295	1412	1811	2055	1634	1798	1379	1094
Metap1	2027	2204	1627	1877	1511	1402	1537	1892	1253	1220	1721	1312
Eif4e	3350	3471	3069	3521	3504	2791	2730	3285	3374	3367	3841	2665
Mir1956	0	0	1	0	0	2	0	0	0	0	0	0
4930425O10Rik	0	0	0	0	0	0	0	0	0	0	0	0
Tspan5	79	53	97	41	56	40	67	105	73	63	52	67
Rap1gds1	2636	2795	1578	2083	1485	1405	2552	3006	1860	2134	1517	1319
Stpg2	0	0	0	0	0	1	0	0	0	0	1	0
Mir7j	0	0	0	0	0	0	0	0	0	0	0	0
Pdha2	0	0	0	0	0	0	0	0	0	0	0	0
Unc5c	0	0	0	0	0	0	0	0	0	0	0	0
Bmpr1b	0	0	0	0	0	0	1	0	1	0	0	0
Pdlim5	3448	4270	2546	4536	1294	1272	4900	5556	4548	5764	1616	1205
Gbp5	2	2	80	60	190	222	1	6	80	55	226	209
Gbp7	6	8	12	3	44	62	2	1	2	3	36	21
Gbp3	108	179	112	163	263	313	9	11	26	18	77	105
Gbp2b	359	1283	231	801	671	1186	11	16	9	10	42	32
Gbp2	181	157	474	333	1342	1442	13	18	73	56	663	563
Mir6381	0	0	0	0	0	0	0	0	0	0	0	0
Ccbl2	128	172	69	101	33	40	35	37	19	23	16	17
Gtf2b	761	878	538	844	937	895	692	802	809	910	838	649
Pkn2	1810	2263	1538	1924	1604	1364	1552	1751	1829	1812	1610	1192
A830019L24Rik	0	0	0	0	0	0	0	0	0	0	0	0
Gm6260	0	0	0	0	0	0	0	0	0	0	0	0
Lmo4	775	720	755	1000	345	436	903	1109	2232	2352	711	834
Hs2st1	718	848	374	460	435	405	555	630	329	346	348	329
Sep15	3486	3809	3069	3584	2701	2438	2880	3377	3103	3226	2662	1900
Sh3glb1	4283	4274	3663	3977	4489	4313	2868	3310	3436	3290	4018	3050
Clca3a1	0	0	0	0	0	0	0	0	1	0	1	0
Clca3a2	0	0	0	0	0	0	0	0	0	0	0	0
Clca3b	0	0	0	0	0	0	0	0	0	0	0	0
Clca4c-ps	0	0	0	0	0	0	0	0	0	0	0	0
Clca4b	0	0	0	0	0	0	0	0	0	0	0	0
Clca4a	0	0	0	0	0	0	0	0	0	0	0	0
Clca1	0	0	0	0	0	0	0	0	0	0	0	0
Clca2	0	0	0	0	0	0	0	0	0	0	0	0
Odf2l	170	314	107	173	175	149	267	325	178	199	197	124
Col24a1	0	0	0	0	0	0	0	0	0	0	0	0
Znhit6	495	529	270	441	481	515	338	393	354	320	575	452
Cyr61	0	0	0	0	0	0	2	1	1	1	0	0
Ddah1	0	0	0	0	0	0	1	1	2	3	2	4
Bcl10	1266	1111	1885	2173	1664	1530	1002	1140	2570	2905	1473	1249
2410004B18Rik	338	365	230	301	292	308	345	398	338	325	348	277
Syde2	0	0	0	0	0	0	0	0	0	0	0	0
Wdr63	0	0	0	0	0	0	0	0	0	0	0	0
Mcoln3	0	0	0	0	0	0	0	0	0	0	0	0
Mcoln2	0	0	0	0	0	0	0	1	2	1	0	0
Lpar3	2	0	9	5	3	2	27	65	95	123	21	38
Gm10636	0	0	0	0	0	0	0	0	0	0	0	0
Ssx2ip	882	1061	323	429	364	347	751	861	358	364	231	186
Ctbs	176	221	74	103	128	79	152	200	84	78	90	65
Spata1	12	13	8	9	21	8	29	20	14	25	23	16
Gng5	869	927	779	969	793	899	1063	1278	1261	1545	1330	1344
Rpf1	1045	1242	716	994	908	980	902	1046	890	1001	993	788
Dnase2b	0	0	0	0	0	0	0	0	0	0	0	0
Uox	0	0	0	0	0	0	0	0	0	0	0	0
Gm16325	0	0	0	0	0	0	0	0	0	0	0	0
4930503B20Rik	0	0	0	0	0	0	0	0	0	0	0	0
Prkacb	674	843	212	369	200	211	125	170	39	64	43	46
Ttll7	0	0	0	0	0	0	0	0	0	0	0	0
Adgrl2	20	20	15	14	1	4	636	944	366	418	147	148
Gm1653	0	0	0	0	0	0	0	0	0	0	0	0
Adgrl4	0	0	0	0	0	0	0	0	0	0	0	0
Ifi44	2	6	2	1	20	18	0	0	0	0	14	7
Ifi44l	0	0	0	0	0	0	0	0	0	0	0	0
Ptgfr	0	0	0	0	0	0	0	0	0	0	0	0
Gipc2	0	0	0	0	0	0	0	0	0	0	0	0
Dnajb4	24	27	14	16	51	32	45	57	32	34	83	51
Fubp1	3147	4349	2189	3159	3487	2964	3418	4178	3741	4042	4493	3445
Nexn	2	6	4	1	4	3	3	5	4	2	9	4
Fam73a	291	315	92	151	109	142	50	63	16	36	26	24
Usp33	1020	1288	463	616	655	538	619	830	352	353	343	276
Zzz3	1624	2156	1157	1559	1392	1401	1456	1782	1413	1485	1464	1206
Ak5	1	0	0	0	0	1	1	0	0	0	0	0
AI115009	0	0	0	0	0	0	0	0	0	0	0	0
Pigk	1000	1111	651	869	718	691	843	1101	660	727	695	541
St6galnac5	0	0	0	0	0	0	0	0	0	0	0	0
4930482G09Rik	0	0	0	0	0	0	0	0	0	0	0	0
St6galnac3	0	0	0	0	0	0	0	0	0	0	0	0
1700012D16Rik	0	0	0	0	0	0	0	0	0	0	0	0
5730460C07Rik	0	0	0	0	0	0	0	0	0	0	0	0
Asb17	0	0	0	1	0	0	0	0	0	0	1	0
Asb17os	0	0	0	0	0	0	0	0	0	1	0	0
Msh4	2	1	2	5	4	5	2	2	2	3	3	4
Rabggtb	827	1314	616	1110	1028	1079	829	1084	968	911	1205	915
Snord45b	1	8	1	5	3	7	2	3	3	5	3	2
Snord45c	0	0	0	0	0	0	0	0	0	0	0	0
Acadm	944	1083	331	496	330	300	916	1079	403	561	237	183
Slc44a5	0	2	1	0	0	0	7	1	1	1	1	3
Lhx8	12	20	2	5	3	5	24	26	22	29	3	9
AI606473	398	463	160	143	49	80	563	719	201	224	77	61
Tyw3	153	212	80	86	93	105	461	532	106	107	120	83
Cryz	469	445	251	296	166	88	347	487	248	300	118	96
Erich3	0	0	2	1	2	3	17	26	9	12	4	1
Tnni3k	0	0	0	0	0	1	0	0	0	0	0	0
Fpgt	320	358	231	254	414	351	440	504	405	347	544	427
Lrriq3	0	6	4	1	2	9	4	5	4	0	10	8
9330178D15Rik	0	0	0	0	0	0	0	0	0	0	0	0
4930570G19Rik	0	0	1	2	0	0	2	3	1	2	3	0
Negr1	0	0	0	0	0	0	1	1	1	1	0	2
Zranb2	1688	2680	1492	2077	2936	2384	2111	2478	2119	2040	3126	2032
Mir186	1	17	7	7	9	9	8	7	16	8	11	3
Ptger3	328	489	101	199	29	34	1003	1130	356	424	166	168
Cth	56	54	63	62	138	126	144	172	144	159	193	178
Ankrd13c	1190	1289	917	1072	1137	1157	938	1081	916	944	1077	827
Srsf11	2753	3950	1886	3218	3605	3290	3154	3632	2524	2900	3806	2825
Lrrc40	1325	1489	791	1121	1091	873	1114	1379	773	937	1055	753
Lrrc7	61	83	46	84	20	49	245	260	204	249	164	190
Gm20752	0	0	0	1	0	0	0	0	0	0	0	0
Depdc1a	405	649	170	270	356	249	747	785	427	389	404	233
Rpe65	0	0	0	0	0	0	0	0	0	0	0	0
Wls	0	1	0	0	0	0	0	0	0	0	0	0
Vmn1r2	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r3	0	0	0	0	0	0	0	0	0	0	0	0
Mir3471-2	0	0	0	0	0	0	0	0	1	0	0	0
Tmem68	656	773	610	650	1057	837	736	828	881	713	1224	882
Tgs1	1461	1958	2375	2719	2798	2743	1392	1829	2824	2635	3317	2543
2210414B05Rik	0	0	0	0	1	0	0	0	0	0	0	0
Lyn	4909	4963	6768	5697	10027	10396	3608	4701	6383	5349	8298	6903
6330407A03Rik	0	3	1	6	2	1	1	2	1	4	7	1
Rps20	10187	8259	9064	9015	8876	10413	6005	7656	7854	8560	8474	8301
Mos	0	0	0	0	1	0	0	0	0	0	0	0
Plag1	10	10	10	12	3	4	8	11	11	11	2	7
Chchd7	47	83	44	52	88	66	66	99	95	91	134	127
Sdr16c5	0	0	0	0	0	0	0	0	0	0	0	0
Sdr16c6	0	0	0	0	0	0	1	0	0	0	0	0
Penk	0	0	0	0	0	0	0	0	0	0	0	0
Gm11780	0	0	0	0	0	0	0	0	0	0	0	0
Impad1	1089	1371	821	1029	1068	808	916	1145	927	974	1120	749
4930423M02Rik	0	0	0	0	0	0	0	0	0	0	0	0
Fam110b	0	0	0	0	0	0	0	0	0	0	0	0
Ubxn2b	219	258	88	110	136	138	251	314	85	95	221	157
Cyp7a1	0	0	0	0	0	0	0	0	0	0	0	0
Sdcbp	4900	4730	3556	4333	2870	2466	5661	6730	5024	5447	4009	2598
Nsmaf	3215	3818	1778	2488	1002	1081	2886	3869	1604	1997	2151	1445
Tox	0	0	0	0	0	0	0	0	0	0	0	0
8430436N08Rik	0	0	0	0	0	0	0	0	0	0	0	0
Car8	0	0	0	0	0	0	0	0	0	0	0	0
Rab2a	1544	1720	1072	1214	1192	1190	1509	1960	1379	1354	1344	1148
Chd7	1607	1681	2612	2429	2149	2361	1386	1866	2666	2555	1485	1491
Clvs1	0	0	0	0	0	0	0	0	0	0	0	0
Asph	642	757	378	538	598	431	359	445	210	286	137	128
4930412C18Rik	0	0	0	0	0	0	0	0	0	0	0	0
Gdf6	0	0	0	0	0	0	0	0	0	0	0	0
4930448K20Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700123O12Rik	0	0	0	0	0	0	0	0	0	0	0	0
2610301B20Rik	87	129	59	64	77	67	112	152	47	63	97	69
Plekhf2	1442	1312	1311	1648	1050	997	1041	1263	1339	1324	1153	1088
Ndufaf6	152	184	86	93	90	92	87	136	55	74	81	78
Mir684-2	0	0	0	0	0	0	0	0	0	0	0	1
Trp53inp1	145	134	35	46	88	57	236	335	55	72	114	67
Ccne2	456	627	378	532	440	390	397	550	420	446	406	309
Ints8	1082	1250	719	924	1094	927	777	862	769	780	1024	778
Dpy19l4	619	699	356	392	321	275	635	860	377	451	379	318
Esrp1	2	0	0	1	0	0	0	1	0	0	0	0
1110037F02Rik	3097	3084	1543	1790	2287	2030	2474	3014	1740	1898	2314	1711
Rad54b	284	442	155	190	330	337	333	386	198	154	290	220
Fsbp	11	15	14	11	9	17	12	13	8	7	10	5
Gem	10	11	2	4	4	6	803	1002	62	92	24	25
